recordKey,jsonIndex,id,articleId,publishedAt,publishedDisplay,sourceName,sourceHost,title,storyId,storyTitle,targetKeys,label,sentiment_score,confidence,reason,model,date,month,publishedAtSort,cluster
a-1535,482,a-1535,1535,2020-02-10 19:23:32+00:00,10/02/2020 19:23 UTC,Diario do Rio,diariodorio.com,Segurança Presente chega a Queimados e Belford Roxo,763,"Segurança Presente chega à Barra sexta-feira, ao custo de R$ 18 milhões por ano",operacao_seguranca_presente; patrulhamento; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a inauguração de bases do programa Segurança Presente e menciona que é um importante instrumento para reduzir a criminalidade, além de ser bem avaliado pela sociedade, o que indica uma percepção pública favorável.",gpt-4o-mini,2020-02-10,2020-02,2020-02-10 19:23:32+00:00,1
a-1534,576,a-1534,1534,2020-02-17 17:08:42+00:00,17/02/2020 17:08 UTC,Diario do Rio,diariodorio.com,Witzel promete contratação de 2.000 jovens para o programa Segurança Presente,1063,Luiz Lima quer Guarda Municipal atuando em parceria com programa Segurança Presente,patrulhamento; programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a contratação de jovens para o programa Segurança Presente e a criação de um projeto educacional, o que sugere uma iniciativa positiva para a segurança e a educação na comunidade.",gpt-4o-mini,2020-02-17,2020-02,2020-02-17 17:08:42+00:00,5
a-1533,260,a-1533,1533,2020-03-04 19:21:17+00:00,04/03/2020 19:21 UTC,Diario do Rio,diariodorio.com,Operação Segurança Presente chega a São João de Meriti,769,Seleção Segurança Presente - uerj.br,operacao_seguranca_presente; patrulhamento; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a inauguração de uma operação de segurança que visa aumentar a presença policial e, consequentemente, a segurança na região, o que é geralmente visto de forma positiva pela população.",gpt-4o-mini,2020-03-04,2020-03,2020-03-04 19:21:17+00:00,1
a-1532,845,a-1532,1532,2020-03-26 00:42:58+00:00,26/03/2020 00:42 UTC,Diario do Rio,diariodorio.com,"Governo do Estado contingencia R$ 7,6 bilhões e suspende novas despesas não essenciais",1079,"Governo do Estado contingencia R$ 7,6 bilhões e suspende novas despesas não essenciais",seguranca_presente,neutro,0.0,0.7,"A notícia apresenta informações sobre o contingenciamento de despesas e a suspensão de novas despesas não essenciais, mas não fornece uma avaliação clara sobre a percepção pública do programa Segurança Presente, apenas menciona que ele foi preservado das medidas.",gpt-4o-mini,2020-03-26,2020-03,2020-03-26 00:42:58+00:00,11
a-1531,844,a-1531,1531,2020-04-17 13:31:29+00:00,17/04/2020 13:31 UTC,Diario do Rio,diariodorio.com,Drone da Prefeitura criado para evitar algomerações faz justamente o contrário e reúne curiosos em Campo Grande,1078,Drone da Prefeitura criado para evitar algomerações faz justamente o contrário e reúne curiosos em Campo Grande,programa_seguranca_presente; seguranca; seguranca_presente,negativo,-1.0,0.8,"A notícia destaca que o drone, criado para evitar aglomerações, acabou atraindo curiosos, o que contraria seu propósito e gera uma percepção negativa sobre a eficácia do programa Segurança Presente.",gpt-4o-mini,2020-04-17,2020-04,2020-04-17 13:31:29+00:00,5
a-1530,771,a-1530,1530,2020-04-23 19:52:56+00:00,23/04/2020 19:52 UTC,Diario do Rio,diariodorio.com,Operação Segurança Presente e RioSolidario distribuem máscaras de proteção ao Coronavírus,1010,Operação Segurança Presente já solucionou quase 300 desaparecimentos e fez mais de 200 mil atendimentos assistenciais,operacao_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,0.9,"A notícia destaca uma ação positiva da Operação Segurança Presente, que visa proteger a população em vulnerabilidade social durante a pandemia, demonstrando um compromisso com a saúde pública e a solidariedade.",gpt-4o-mini,2020-04-23,2020-04,2020-04-23 19:52:56+00:00,5
a-1529,453,a-1529,1529,2020-05-19 14:20:12+00:00,19/05/2020 14:20 UTC,Diario do Rio,diariodorio.com,Governo do Estado cria comitê para fiscalizar hospitais de campanha,1077,Governo do Estado cria comitê para fiscalizar hospitais de campanha,programa_seguranca_presente; seguranca; seguranca_presente,neutro,0.0,0.7,"A notícia apresenta a criação de um comitê para fiscalizar hospitais de campanha, sem expressar uma opinião clara sobre a eficácia ou a percepção pública do programa Segurança Presente. A informação é factual e não sugere uma avaliação positiva ou negativa.",gpt-4o-mini,2020-05-19,2020-05,2020-05-19 14:20:12+00:00,11
a-1528,843,a-1528,1528,2020-06-04 21:53:02+00:00,04/06/2020 21:53 UTC,Diario do Rio,diariodorio.com,Adicional de pensão será estendido a servidores estaduais mortos por Covid-19,1076,Adicional de pensão será estendido a servidores estaduais mortos por Covid-19,seguranca,positivo,1.0,0.8,"A notícia destaca uma ação do governo que visa reconhecer e amparar os profissionais da segurança pública e saúde que faleceram devido à Covid-19, o que é visto como uma medida positiva em um momento difícil.",gpt-4o-mini,2020-06-04,2020-06,2020-06-04 21:53:02+00:00,11
a-1527,842,a-1527,1527,2020-06-21 14:38:37+00:00,21/06/2020 14:38 UTC,Diario do Rio,diariodorio.com,Operação Centro Presente e Comlurb recolhem cobertores de moradores de rua no Largo da Carioca,1075,Operação Centro Presente e Comlurb recolhem cobertores de moradores de rua no Largo da Carioca,programa_seguranca_presente; seguranca; seguranca_presente,muito negativo,-2.0,0.9,"A notícia retrata uma ação da Operação Centro Presente que foi percebida como insensível e violenta, resultando na retirada forçada de pertences de moradores de rua, o que gera uma percepção pública muito negativa sobre o programa.",gpt-4o-mini,2020-06-21,2020-06,2020-06-21 14:38:37+00:00,5
a-1526,841,a-1526,1526,2020-06-30 21:34:04+00:00,30/06/2020 21:34 UTC,Diario do Rio,diariodorio.com,Alerj aprova PL que garante alojamento a profissionais de saúde enquanto durar a pandemia,1074,Alerj aprova PL que garante alojamento a profissionais de saúde enquanto durar a pandemia,seguranca_presente,positivo,1.0,0.9,"A aprovação do projeto de lei que garante alojamento a profissionais de saúde durante a pandemia é uma medida positiva que visa proteger esses trabalhadores e suas famílias, contribuindo para a contenção da Covid-19.",gpt-4o-mini,2020-06-30,2020-06,2020-06-30 21:34:04+00:00,11
a-1525,840,a-1525,1525,2020-08-14 22:34:48+00:00,14/08/2020 22:34 UTC,Diario do Rio,diariodorio.com,Cresce a procura por imóveis na Zona Sul e na Tijuca,1073,Cresce a procura por imóveis na Zona Sul e na Tijuca,seguranca_presente,positivo,1.0,0.8,"A notícia destaca o aumento significativo na procura por imóveis na Zona Sul e na Tijuca, associando esse crescimento a fatores positivos como a redução da taxa Selic e melhorias na segurança, mencionando especificamente o projeto 'Segurança Presente'.",gpt-4o-mini,2020-08-14,2020-08,2020-08-14 22:34:48+00:00,6
a-1524,373,a-1524,1524,2020-08-27 14:39:31+00:00,27/08/2020 14:39 UTC,Diario do Rio,diariodorio.com,Cristo Redentor ganha policiamento do Segurança Presente,885,Largo da Lapa ganha base fixa 24h do Segurança Presente,patrulhamento; policiamento; programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a inauguração de uma base do programa Segurança Presente em um ponto turístico importante, com ênfase na segurança e no patrulhamento contínuo, o que é visto como uma medida positiva para a proteção de turistas e da comunidade.",gpt-4o-mini,2020-08-27,2020-08,2020-08-27 14:39:31+00:00,1
a-1523,839,a-1523,1523,2020-08-27 23:24:53+00:00,27/08/2020 23:24 UTC,Diario do Rio,diariodorio.com,Witzel culpa STF por guerra de facções criminosas e novidades nas eleições 2020 – Hoje no Rio – 27/8,1072,Witzel culpa STF por guerra de facções criminosas e novidades nas eleições 2020 – Hoje no Rio – 27/8,ordem_publica,neutro,0.0,0.6,"A notícia menciona a culpa do STF pela guerra de facções criminosas, mas não fornece uma avaliação clara sobre o programa Segurança Presente, limitando-se a relatar informações sobre segurança pública sem um juízo de valor.",gpt-4o-mini,2020-08-27,2020-08,2020-08-27 23:24:53+00:00,5
a-1522,838,a-1522,1522,2020-09-03 17:42:06+00:00,03/09/2020 17:42 UTC,Diario do Rio,diariodorio.com,Quiosque Qui Qui reabre nesta quarta na Praia de São Conrado,1071,Quiosque Qui Qui reabre nesta quarta na Praia de São Conrado,seguranca,positivo,1.0,0.8,"A notícia destaca a reabertura do quiosque Qui Qui com melhorias e um foco em segurança, além de mencionar o programa Segurança Presente como um incentivo à comunidade, o que sugere uma percepção positiva em relação ao programa.",gpt-4o-mini,2020-09-03,2020-09,2020-09-03 17:42:06+00:00,5
a-1521,837,a-1521,1521,2020-09-04 15:36:35+00:00,04/09/2020 15:36 UTC,Diario do Rio,diariodorio.com,Bandido faz funcionária refém em lanchonete na Tijuca,1070,Bandido faz funcionária refém em lanchonete na Tijuca,seguranca_presente,negativo,-1.0,0.8,"A notícia retrata um crime violento em uma área pública, o que gera uma percepção negativa sobre a segurança na região, mesmo com a presença de agentes do programa Segurança Presente.",gpt-4o-mini,2020-09-04,2020-09,2020-09-04 15:36:35+00:00,5
a-1520,836,a-1520,1520,2020-09-17 21:48:54+00:00,17/09/2020 21:48 UTC,Diario do Rio,diariodorio.com,Rio registra centésimo policial baleado este ano,1069,Rio registra centésimo policial baleado este ano,seguranca,muito negativo,-2.0,0.9,"A notícia destaca o alto número de policiais baleados e mortos, o que reflete uma situação de violência e insegurança alarmante, especialmente em relação ao programa Segurança Presente, que parece não estar conseguindo proteger os agentes de segurança.",gpt-4o-mini,2020-09-17,2020-09,2020-09-17 21:48:54+00:00,6
a-1519,835,a-1519,1519,2020-09-22 19:25:22+00:00,22/09/2020 19:25 UTC,Diario do Rio,diariodorio.com,"Barra da Tijuca, um dos bairros mais completos para se morar no Rio",1068,"Barra da Tijuca, um dos bairros mais completos para se morar no Rio",seguranca_presente,positivo,1.0,0.9,"A notícia destaca a Barra da Tijuca como um bairro completo e seguro, mencionando a contribuição positiva do programa Segurança Presente para a tranquilidade da região, além de ressaltar suas diversas opções de lazer, comércio e infraestrutura.",gpt-4o-mini,2020-09-22,2020-09,2020-09-22 19:25:22+00:00,1
a-1518,834,a-1518,1518,2020-09-27 19:10:12+00:00,27/09/2020 19:10 UTC,Diario do Rio,diariodorio.com,Programa Leblon Presente terá horário ampliado,1067,Programa Leblon Presente terá horário ampliado,operacao_seguranca_presente; ordem_publica; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a ampliação do horário do programa, o que indica uma melhoria na segurança pública e um esforço para normalizar a ordem pública, refletindo uma percepção positiva sobre a iniciativa.",gpt-4o-mini,2020-09-27,2020-09,2020-09-27 19:10:12+00:00,5
a-1517,833,a-1517,1517,2020-10-03 02:03:33+00:00,03/10/2020 02:03 UTC,Diario do Rio,diariodorio.com,Paes elabora Plano dos 100 Dias para o próximo governo à frente da prefeitura,1066,Paes elabora Plano dos 100 Dias para o próximo governo à frente da prefeitura,patrulhamento; programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia apresenta um plano abrangente e detalhado com ações voltadas para a melhoria da segurança, saúde, educação e transporte, o que sugere uma abordagem proativa e positiva do candidato em relação às necessidades da população.",gpt-4o-mini,2020-10-03,2020-10,2020-10-03 02:03:33+00:00,2
a-1516,831,a-1516,1516,2020-10-06 13:55:30+00:00,06/10/2020 13:55 UTC,Diario do Rio,diariodorio.com,Operação Niterói Presente será ampliada para a Região Oceânica,1065,Operação Niterói Presente será ampliada para a Região Oceânica,operacao_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a ampliação do programa Segurança Presente, o que sugere um aumento na segurança pública e um esforço do governo para melhorar a patrulha em áreas que precisam, o que é geralmente visto de forma positiva pela população.",gpt-4o-mini,2020-10-06,2020-10,2020-10-06 13:55:30+00:00,6
a-1515,830,a-1515,1515,2020-10-07 22:18:05+00:00,07/10/2020 22:18 UTC,Diario do Rio,diariodorio.com,Programa Recreio Presente amplia segurança no bairro e é elogiado por moradores,1064,Programa Recreio Presente amplia segurança no bairro e é elogiado por moradores,assalto; seguranca,muito positivo,2.0,0.9,"A notícia destaca a ampliação da segurança no bairro através do programa Recreio Presente, mencionando a diminuição dos assaltos e a sensação de segurança dos moradores, além de elogios de autoridades locais sobre os resultados positivos do programa.",gpt-4o-mini,2020-10-07,2020-10,2020-10-07 22:18:05+00:00,1
a-1514,575,a-1514,1514,2020-10-10 00:38:11+00:00,10/10/2020 00:38 UTC,Diario do Rio,diariodorio.com,Luiz Lima quer Guarda Municipal atuando em parceria com programa Segurança Presente,1063,Luiz Lima quer Guarda Municipal atuando em parceria com programa Segurança Presente,ordem_publica; programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia destaca a intenção do candidato Luiz Lima de implementar a Guarda Municipal em parceria com o programa Segurança Presente, mencionando resultados positivos anteriores do programa, como a redução significativa de crimes na região. Isso sugere uma percepção pública favorável em relação à proposta.",gpt-4o-mini,2020-10-10,2020-10,2020-10-10 00:38:11+00:00,5
a-1513,10,a-1513,1513,2020-10-16 18:40:29+00:00,16/10/2020 18:40 UTC,Diario do Rio,diariodorio.com,Nova base do Programa Barra Presente é inaugurada na Praça do Ó,765,Base do Segurança Presente é inaugurada no entorno do Aeroporto Internacional do Galeão,programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,0.9,"A notícia destaca a inauguração de uma nova base do Programa Segurança Presente, atendendo a pedidos da comunidade e apresentando resultados positivos em termos de prisões e abordagens, além de ser vista como uma conquista importante para a segurança local.",gpt-4o-mini,2020-10-16,2020-10,2020-10-16 18:40:29+00:00,1
a-1512,829,a-1512,1512,2020-10-24 17:28:39+00:00,24/10/2020 17:28 UTC,Diario do Rio,diariodorio.com,"Luiz Lima promete mais segurança, iluminação e limpeza para a Pavuna",1062,"Luiz Lima promete mais segurança, iluminação e limpeza para a Pavuna",seguranca; seguranca_presente,positivo,1.0,0.8,"A notícia apresenta propostas concretas para melhorar a segurança e a qualidade de vida na Pavuna, destacando a importância do programa Segurança Presente como parte das soluções propostas pelo candidato.",gpt-4o-mini,2020-10-24,2020-10,2020-10-24 17:28:39+00:00,5
a-1511,828,a-1511,1511,2020-10-26 19:42:57+00:00,26/10/2020 19:42 UTC,Diario do Rio,diariodorio.com,Martha Rocha fala sobre compromisso para melhorar serviços no Grande Méier,1061,Martha Rocha fala sobre compromisso para melhorar serviços no Grande Méier,crime; furto,positivo,1.0,0.8,"A notícia retrata a candidata Martha Rocha apresentando um compromisso claro para melhorar os serviços urbanos e a segurança na região do Grande Méier, além de propor ações concretas para enfrentar os problemas de segurança, o que é visto de forma positiva.",gpt-4o-mini,2020-10-26,2020-10,2020-10-26 19:42:57+00:00,5
